facility,cate,addr_load,addr_num,lat,long,area,capacity,openOrnot,normal_use,manage_phone,management,date,region,region2
사당우성아파트2단지,공공용,서울특별시 동작구 동작대로29길 91,서울특별시 동작구 사당동 105,37.48802032,126.9762957,6497.0,7875.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
총신대역 4호선,공공용,서울특별시 동작구 동작대로 지하 117,서울특별시 동작구 사당동 736-1,37.48755284,126.9821981,2640.0,3200.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
동작역 9호선,공공용,서울특별시 동작구 현충로 지하 220,서울특별시 동작구 동작동 326,37.50306746,126.9779376,15955.0,19339.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
대림아파트,공공용,서울특별시 동작구 사당로17길 52,서울특별시 동작구 사당동 169-8,37.48742859,126.973148,360.0,436.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
현대아파트,공공용,서울특별시 동작구 사당로13길 86,서울특별시 동작구 사당동 169-32,37.48761176,126.9705021,963.0,1167.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
사당3동주민센터,공공용,서울특별시 동작구 사당로17길 86,서울특별시 동작구 사당동 169-12,37.4866859,126.9720402,198.0,240.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
경남아너스빌,공공용,서울특별시 동작구 사당로9가길 82,서울특별시 동작구 사당동 1134,37.48828122,126.9671322,7550.0,9151.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
사당롯데캐슬아파트,공공용,서울특별시 동작구 사당로27길 181,서울특별시 동작구 사당동 1149,37.49055293,126.9716271,6578.0,7973.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
삼성래미안아파트,공공용,서울특별시 동작구 사당로23바길 9,서울특별시 동작구 사당동 1133,37.48960806,126.9691896,44480.0,53915.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
롯데캐슬아파트,공공용,서울특별시 동작구 사당로27길 190,서울특별시 동작구 사당동 1132,37.49096018,126.9715998,29117.0,35293.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
남성역,공공용,서울특별시 동작구 사당로 지하 218,서울특별시 동작구 사당동 산 25-33,37.48444411,126.9717063,4879.0,5913.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
KCC아파트,공공용,서울특별시 동작구 사당로20나길 57,서울특별시 동작구 사당동 1153,37.48159744,126.9739596,4298.0,5209.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
사당삼익그린뷰아파트,공공용,서울특별시 동작구 남부순환로255길 21,서울특별시 동작구 사당동 1150,37.47737589,126.9688916,6732.0,8160.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
진흥아파트,공공용,서울특별시 동작구 사당로16아길 43,서울특별시 동작구 사당동 1142,37.48056197,126.969329,3743.0,4536.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
사당휴먼시아아파트,공공용,서울특별시 동작구 사당로16길 96,서울특별시 동작구 사당동 1154,37.47949539,126.9701389,13395.0,16236.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
사당제5동주민센터,공공용,서울특별시 동작구 사당로2가길 219,서울특별시 동작구 사당동 228-11,37.48566105,126.9669796,323.0,391.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
사당자이아파트,공공용,서울특별시 동작구 사당로2가길 102,서울특별시 동작구 사당동 1139,37.4883730263,126.9634174477,13777.0,16699.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
남해오네뜨아파트,공공용,서울특별시 동작구 사당로2가길 173,서울특별시 동작구 사당동 1143,37.48701215,126.9655272,4944.0,5992.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
삼호그린아파트,공공용,서울특별시 동작구 사당로2가길 188,서울특별시 동작구 사당동 1138,37.48644271,126.9655229,7647.0,9269.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
장은해그린아파트,공공용,서울특별시 동작구 사당로2길 40,서울특별시 동작구 사당동 1145,37.4919166,126.9634127,2983.0,3615.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
상도역,공공용,서울특별시 동작구 상도로 지하 272,서울특별시 동작구 상도1동 702-1,37.50320931,126.9477006,9240.0,11200.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
숭실대학교한국기독교박물관,공공용,서울특별시 동작구 상도로 369,서울특별시 동작구 상도동 511,37.4964296,126.9551598,5300.0,6424.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
숭실대입구역,공공용,서울특별시 동작구 상도로 지하 378,서울특별시 동작구 상도동 514,37.49581289,126.954061,9355.0,11339.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
힐스테이트 상도 센트럴파크,공공용,서울특별시 동작구 상도로 346-1,서울특별시 동작구 상도동 531,37.4967899772,126.9516674531,44696.0,54176.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
힐스테이트 상도 프레스티지,공공용,서울특별시 동작구 상도로 346-2,서울특별시 동작구 상도동 533,37.49475091,126.9482719,39551.0,47940.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
삼성래미안3차아파트,공공용,서울특별시 동작구 상도로53길 8,서울특별시 동작구 상도동 431,37.50086213,126.9540534,1650.0,2000.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
삼호아파트 지하주차장,공공용,서울특별시 동작구 상도로 407,서울특별시 동작구 상도동 408,37.49391856,126.9577712,498.0,603.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
건영아파트,공공용,서울특별시 동작구 만양로 26,서울특별시 동작구 상도동 414,37.50763224,126.9495433,10801.0,13092.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
장승배기역,공공용,서울특별시 동작구 상도로 지하 188,서울특별시 동작구 상도동 26-20,37.50466463,126.9387469,9100.0,11030.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
동작문화복지센터,공공용,서울특별시 동작구 장승배기로10길 42,서울특별시 동작구 상도동 176-3,37.50444598,126.9410904,3400.0,4121.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
동작관악교육지원청,공공용,서울특별시 동작구 장승배기로10가길 35,서울특별시 동작구 상도동 175-1,37.5027160069,126.9408267684,470.0,569.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
브라운스톤상도아파트,공공용,서울특별시 동작구 상도로31길 19,서울특별시 동작구 상도동 527,37.50623524,126.9445408,14400.0,17454.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
상도포스코더샵아파트,공공용,서울특별시 동작구 장승배기로4길 9,서울특별시 동작구 상도동 521,37.50144876,126.943816,53600.0,64969.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
신대방삼거리역,공공용,서울특별시 동작구 상도로 지하 76,서울특별시 동작구 대방동 406-10,37.4997212,126.9282246,8727.0,10578.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
상도3동주민센터,공공용,서울특별시 동작구 성대로2길 11,서울특별시 동작구 상도동 315-37,37.49912482,126.9314052,1046.0,1267.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
쌍용스윗닷홈아파트,공공용,서울특별시 동작구 상도로 107,서울특별시 동작구 상도동 418,37.50240068,126.9310674,12447.0,15087.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
상도2차갑을명가아파트,공공용,서울특별시 동작구 국사봉길 175,서울특별시 동작구 상도동 459,37.49347219,126.9350967,5515.0,6684.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
동아아파트,공공용,서울특별시 동작구 양녕로23길 43,서울특별시 동작구 상도동 409,37.49618142,126.9400384,1375.0,1666.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
경향렉스빌아파트,공공용,서울특별시 동작구 양녕로23길 9,서울특별시 동작구 상도동 445,37.49532451,126.9417308,10144.0,12295.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
동광교회,공공용,서울특별시 동작구 성대로1길 26,서울특별시 동작구 상도동 190-8,37.50185144,126.9349085,3233.0,3918.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
도화 공영주차장,공공용,서울특별시 동작구 성대로17길 지하 52,서울특별시 동작구 상도동 244-50,37.49980815,126.9352451,2138.0,2591.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
삼익아파트,공공용,서울특별시 동작구 양녕로26나길 8,서울특별시 동작구 상도동 413,37.49736575,126.9445609,1184.0,1435.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
롯데캐슬비엔아파트,공공용,서울특별시 동작구 양녕로 170,서울특별시 동작구 상도동 530-1,37.49700131,126.9436429,1184.0,1435.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
우성1차아파트,공공용,서울특별시 동작구 여의대방로 22,서울특별시 동작구 신대방동 565,37.4910603,126.9116423,6088.0,7379.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
현대아파트,공공용,서울특별시 동작구 여의대방로 28,서울특별시 동작구 신대방동 707,37.49527344,126.9116916,4899.0,5938.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
신대방경남아파트,공공용,서울특별시 동작구 신대방길 85,서울특별시 동작구 신대방동 712,37.49005225,126.9083372,6088.0,7379.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
성원상떼빌,공공용,서울특별시 동작구 신대방1가길 38,서울특별시 동작구 신대방동 719,37.487900996,126.9069377,2368.0,2870.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
동작우체국,공공용,서울특별시 동작구 여의대방로22길 77,서울특별시 동작구 신대방동 361-2,37.49792048,126.9245216,320.0,387.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
나산스위트,공공용,서울특별시 동작구 보라매로5가길 24,서울특별시 동작구 신대방동 395-68,37.4906995321,126.9239454,3768.0,4567.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
삼성보라매옴니타워,공공용,서울특별시 동작구 보라매로5길 23,서울특별시 동작구 신대방동 395-62,37.49257873,126.9236087,2833.0,3433.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
농심,공공용,서울특별시 동작구 여의대방로 112,서울특별시 동작구 신대방동 370-1,37.49683499,126.9180949,7440.0,9018.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
시립보라매병원본관,공공용,서울특별시 동작구 보라매로5길 20,서울특별시 동작구 신대방동 425,37.49301528,126.924332,5620.0,6812.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
전문건설회관빌딩,공공용,서울특별시 동작구 보라매로5길 15,서울특별시 동작구 신대방동 395-70,37.4921755,126.9242695,21651.0,26243.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
보라매현대아파트,공공용,서울특별시 동작구 보라매로5길 35,서울특별시 동작구 신대방동 395-65,37.49208851,126.9235097,14455.0,17521.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
롯데타워,공공용,서울특별시 동작구 보라매로5길 51,서울특별시 동작구 신대방동 395-67,37.49094228,126.9232712,15670.0,18993.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
은혜교회,공공용,서울특별시 동작구 여의대방로22길 120,서울특별시 동작구 신대방동 352-3,37.49800109,126.9266113,572.0,693.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
흑석동주민센터,공공용,서울특별시 동작구 흑석한강로 11,서울특별시 동작구 흑석동 335-2,37.50577862,126.9665908,422.0,511.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
중앙대학교법학관,공공용,서울특별시 동작구 흑석로 84,서울특별시 동작구 흑석동 221,37.50472555,126.9538339,10138.0,12288.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
명수대현대아파트,공공용,서울특별시 동작구 현충로 119,서울특별시 동작구 흑석동 10,37.50827279,126.9672592,6774.0,8210.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
한강현대아파트,공공용,서울특별시 동작구 현충로 151,서울특별시 동작구 동작동 216-5,37.50677757,126.9689337,4040.0,4896.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
명수대한양아파트,공공용,서울특별시 동작구 현충로10길 42,서울특별시 동작구 흑석동 38-58,37.50476228,126.9665595,486.0,589.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
청호아파트101동,공공용,서울특별시 동작구 서달로2길 29,서울특별시 동작구 흑석동 327,37.5019032323,126.9627247,723.0,876.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
덕봉개발,공공용,서울특별시 동작구 서달로 166,서울특별시 동작구 흑석동 97-1,37.50776333,126.9628801,1457.0,1766.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
중앙대학교약대,공공용,서울특별시 동작구 흑석로 84,서울특별시 동작구 흑석동 221,37.50472555,126.9538339,15812.0,19166.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
중앙대학교병원중앙관,공공용,서울특별시 동작구 흑석로 102,서울특별시 동작구 흑석동 224-1,37.5060362,126.9604217792,25870.0,31357.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
흑석역 9호선,공공용,서울특별시 동작구 현충로 지하 90,서울특별시 동작구 흑석동 4,37.50908622,126.9635717,7231.0,8764.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
이수역리가아파트,공공용,서울특별시 동작구 사당로27길 130,서울특별시 동작구 사당동 1157,37.48982881,126.9728803,23851.0,28910.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
중앙대학교(교수연구동),공공용,서울특별시 동작구 흑석로 84,서울특별시 동작구 흑석동 221,37.50472555,126.9538339,12292.0,14899.0,Y,,,서울특별시 동작구청,2021-05-31,서울특별시,동작구
한청빌딩 지하대피시설,공공용,"서울특별시 마포구 독막로 291 (염리동, 한청실업빌딩)",서울특별시 마포구 염리동 161번지 7호,37.54473731,126.9454854,605.0,730.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
재화스퀘어 지하대피시설,공공용,"서울특별시 마포구 독막로 311 (염리동, 재화스퀘어)",서울특별시 마포구 염리동 168번지 9호,37.543996508,126.9474812253,6033.0,7310.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
이대전철역,공공용,서울특별시 마포구 신촌로 지하 180 (대흥동),서울특별시 마포구 대흥동 8번지 85호,37.55679639,126.9457573,8023.0,32664.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
신촌전철역,공공용,서울특별시 마포구 신촌로 지하 90 (노고산동),서울특별시 마포구 노고산동 31번지 11호,37.55544008,126.9361204,9428.0,37656.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
거구장대피소,공공용,서울특별시 마포구 백범로 23 (신수동),서울특별시 마포구 신수동 63번지 14호,37.55243512,126.937558,2726.0,10904.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
KT 지하대피시설,공공용,"서울특별시 마포구 숭문길 13 (염리동, 한국통신전산지원단)",서울특별시 마포구 염리동 85번지 2호,37.54764557,126.9451348,1231.0,1490.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
서교동주민센터,공공용,서울특별시 마포구 동교로15길 7 (서교동),서울특별시 마포구 서교동 478번지 5호,37.55510931,126.9145907,448.54,543.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
아현전철역,공공용,"서울특별시 마포구 신촌로 지하 270 (아현동, 아현역)",서울특별시 마포구 아현동 354번지 23호,37.55735928,126.9560333,3498.0,7838.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
염리동주민센터,공공용,"서울특별시 마포구 숭문길 14 (염리동, 염리동 주민센터)",서울특별시 마포구 염리동 147번지 14호,37.54707277,126.9456467,246.0,290.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
뉴한일빌딩,공공용,서울특별시 마포구 백범로 130 (염리동),서울특별시 마포구 염리동 156번지 1호,37.54615716,126.9452173,610.0,730.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
서울지방검찰청 서부지청,공공용,"서울특별시 마포구 마포대로 174 (공덕동, 서부지방법원,서부지방검찰청)",서울특별시 마포구 공덕동 105번지 1호,37.54965385,126.9557662,4380.0,5300.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
서울지방법원 서부지원,공공용,"서울특별시 마포구 마포대로 174 (공덕동, 서부지방법원,서부지방검찰청)",서울특별시 마포구 공덕동 105번지 1호,37.54965385,126.9557662,2876.0,3480.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
마포지하철역,공공용,"서울특별시 마포구 마포대로 지하 33 (도화동, 마포역)",서울특별시 마포구 도화동 160번지,37.53958379,126.9459191,9025.0,10939.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
교보생명(주),공공용,서울특별시 마포구 신촌로 134 (노고산동),서울특별시 마포구 노고산동 1번지 39호,37.55592528,126.9404614,9640.0,38568.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
5호선애오개전철역,공공용,"서울특별시 마포구 마포대로 지하 210 (아현동, 애오개역)",서울특별시 마포구 아현동 612번지,37.55336267,126.9566151,21945.0,87780.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
한겨레신문사,공공용,"서울특별시 마포구 효창목길 6 (공덕동, 한겨레신문사)",서울특별시 마포구 공덕동 116번지 25호,37.54702404,126.9588141,3141.0,3800.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
성산월드컵경기장역,공공용,"서울특별시 마포구 월드컵로 지하 240 (성산동, 월드컵경기장역)",서울특별시 마포구 성산동 420번지,37.56994185,126.8990343,5659.0,6848.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
한성자동차,공공용,"서울특별시 마포구 모래내로 17 (성산동, 한성자동차제2서비스공장)",서울특별시 마포구 성산동 593번지 8호,37.56451905,126.9048051,1523.97,1844.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
대흥전철역(6호선),공공용,서울특별시 마포구 대흥로 지하 85 (대흥동),서울특별시 마포구 대흥동 128번지 1호,37.54766953,126.9424641,10380.0,13680.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
지은빌딩,공공용,서울특별시 마포구 양화로 111 (서교동),서울특별시 마포구 서교동 374번지 5호,37.55378619,126.9190557,1070.0,1337.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
효성빌딩,공공용,서울특별시 마포구 마포대로 119 (아현동),서울특별시 마포구 아현동 450번지,37.545641,126.9516768,9722.0,11784.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
풍림VIP텔,공공용,서울특별시 마포구 마포대로 127 (아현동),서울특별시 마포구 아현동 404번지,37.54619621,126.9521426,6278.0,7608.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
별정우체국연금관리단빌딩,공공용,"서울특별시 마포구 마포대로 130 (공덕동, 동방빌딩)",서울특별시 마포구 공덕동 254번지 8호,37.5459731,126.9529892,6545.0,8181.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
마포T타운,공공용,"서울특별시 마포구 마포대로 144, 마포T타운 (공덕동)",서울특별시 마포구 공덕동 252-5 마포T타운,37.54700054,126.9537581,10063.0,14247.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
신용보증기금마포빌딩,공공용,"서울특별시 마포구 마포대로 122 (공덕동, 신용보증기금빌딩)",서울특별시 마포구 공덕동 254번지 5호,37.54539989,126.9525596,10579.0,13012.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
상수전철역,공공용,"서울특별시 마포구 독막로 지하 85 (상수동, 상수역)",서울특별시 마포구 상수동 309번지 10호,37.54777338,126.9224118,7392.0,8960.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
금용빌딩,공공용,서울특별시 마포구 성미산로 193 (연남동),서울특별시 마포구 연남동 226번지 21호,37.5629000001,126.9267107,165.0,200.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
오원빌딩,공공용,"서울특별시 마포구 백범로 123 (염리동, 신양빌딩)",서울특별시 마포구 염리동 155번지 1호,37.54682016,126.9449407,311.0,370.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
공덕전철역,공공용,"서울특별시 마포구 마포대로 지하 100 (공덕동, 공덕역)",서울특별시 마포구 공덕동 423번지 29호,37.54452724,126.9513652,11709.0,14168.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
합정전철역,공공용,"서울특별시 마포구 양화로 지하 45 (합정동, 합정역)",서울특별시 마포구 합정동 414번지,37.54912232,126.9135429,12760.0,15467.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
마포삼성아파트,공공용,"서울특별시 마포구 도화길 28 (도화동, 삼성아파트)",서울특별시 마포구 도화동 550번지,37.53960345,126.9496304,392.0,475.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
창강빌딩,공공용,서울특별시 마포구 마포대로 86 (도화동),서울특별시 마포구 도화동 22번지,37.54264563,126.9505789,890.0,956.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
현대1차아파트,공공용,"서울특별시 마포구 새창로 52 (도화동, 도화동현대아파트)",서울특별시 마포구 도화동 357번지,37.53990503,126.9557448,654.0,792.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
공덕전철역(5호선),공공용,"서울특별시 마포구 백범로 지하 200 (공덕동, 공덕역)",서울특별시 마포구 공덕동 439번지,37.54352557,126.9519497,13755.0,16672.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
마포평생학습관,공공용,"서울특별시 마포구 홍익로2길 16 (서교동, 마포평생학습관)",서울특별시 마포구 서교동 341번지 1호,37.554323,126.9242022,379.71,0.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
신촌역,공공용,"서울특별시 마포구 신촌로 지하 90 (노고산동, 신촌역)",서울특별시 마포구 노고산동 31번지 11호,37.55544008,126.9361204,9428.0,37656.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
망원역,공공용,"서울특별시 마포구 월드컵로 지하 77 (망원동, 망원역)",서울특별시 마포구 망원동 378번지,37.55605738,126.9100355,6810.0,8254.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
마포구청역,공공용,"서울특별시 마포구 월드컵로 지하 190 (성산동, 마포구청역)",서울특별시 마포구 성산동 592번지,37.56342586,126.9033578,9699.0,11756.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
대우빌라,공공용,"서울특별시 마포구 월드컵북로18길 26 (성산동, 대우빌라)",서울특별시 마포구 성산동 111번지 3호,37.56377707,126.9148208,677.69,821.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
청원빌딩,공공용,서울특별시 마포구 월드컵북로 122 (성산동),서울특별시 마포구 성산동 52번지 1호,37.56414716,126.9132856,604.96,733.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
신수동주민센터,공공용,"서울특별시 마포구 독막로 192 (신수동, 신수동주민센터)",서울특별시 마포구 신수동 458번지,37.54715755,126.9351045,1536.0,1920.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
광흥창역,공공용,서울특별시 마포구 독막로 지하 165 (신수동),서울특별시 마포구 신수동 145번지 17호,37.54748733,126.9319403,8945.0,11181.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
신수현대아파트,공공용,"서울특별시 마포구 토정로 242 (신수동, 신수현대아파트)",서울특별시 마포구 신수동 445번지 5호,37.54284814,126.9369052,2849.6,3561.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
연남동주민센터,공공용,"서울특별시 마포구 성미산로29길 17-9 (연남동, 연남동주민센터)",서울특별시 마포구 연남동 250번지 9호,37.56450284,126.9220232,360.0,436.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
용강동복합청사,공공용,"서울특별시 마포구 토정로31길 31 (용강동, 용강동주민센터)",서울특별시 마포구 용강동 505번지,37.54232498,126.9428348,1077.84,1271.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
광흥창역,공공용,"서울특별시 마포구 독막로 지하 165 (창전동, 광흥창역)",서울특별시 마포구 창전동 145번지 17호,37.54748733,126.9319403,8945.0,10842.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
삼성아파트,공공용,"서울특별시 마포구 서강로 95 (창전동, 창전동삼성아파트)",서울특별시 마포구 창전동 437번지,37.55204287,126.932100095,20558.77,24920.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
홍대입구역,공공용,"서울특별시 마포구 양화로 지하 160 (동교동, 홍대입구역)",서울특별시 마포구 동교동 165번지,37.5568887,126.9236744,5799.0,1757.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
서울가든호텔,공공용,"서울특별시 마포구 마포대로 58 (도화동, 가든호텔)",서울특별시 마포구 도화동 169번지 1호,37.5406841,126.9483624,647.0,784.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
한신오피스텔,공공용,"서울특별시 마포구 마포대로 12 (도화동, 도원빌딩)",서울특별시 마포구 도화동 136번지 1호,37.53786758,126.9443951,287.0,347.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
다보빌딩(불교방송국),공공용,"서울특별시 마포구 마포대로 20 (마포동, 다보빌딩)",서울특별시 마포구 마포동 140번지,37.53842647,126.9449876,2013.0,2440.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
한신코아빌딩,공공용,"서울특별시 마포구 마포대로4다길 18 (마포동, 강변한신코아빌딩)",서울특별시 마포구 마포동 350번지,37.53632484,126.943912,2978.0,3609.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
헨켈타워,공공용,"서울특별시 마포구 마포대로4다길 41 (마포동, 마포타워빌딩)",서울특별시 마포구 마포동 418번지 1호,37.53512475,126.944008,2062.0,2499.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
서강동주민센터 지하1층,공공용,"서울특별시 마포구 독막로 165 (창전동, 서강동주민센터)",서울특별시 마포구 창전동 145번지 15호,37.54773608,126.9320622,773.71,938.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
밤섬현대아파트,공공용,"서울특별시 마포구 신수로3길 23 (현석동, 밤섬현대아파트)",서울특별시 마포구 현석동 220 밤섬현대아파트,37.5426146251,126.9323855352,5433.0,6791.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
성원아파트,공공용,"서울특별시 마포구 독막로28길 7 (신수동, 성원아파트)",서울특별시 마포구 신수동 190번지,37.54703998,126.9376304,4093.0,5116.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
영화블렌하임 아파트,공공용,"서울특별시 마포구 월드컵로25길 26 (망원동, 마포영화블렌하임)",서울특별시 마포구 망원동 517번지,37.55853042,126.9063022,4670.0,5660.0,Y,,02-3153-8332,마포구청,2021-08-12,서울특별시,마포구
